Demand Cluster,Difficulty Cluster,Growth Cluster,ID,Lct Id,Lightcast Skill,Resilience Cluster,Skill Category,Skill Major Category,Skill MajorCategory Code,Skill MajorCategory Code (group),Skill Subcategory Name,Skill Super Category,Value Cluster,Xskill Category Name,Complexity,Complexity Norm,Demand,Demand Norm,Difficulty,Difficulty Norm,Education,Education Norm,Experience,Experience Norm,Growth,Growth Norm,Resilience,Resilience Norm,Stability,Stability Norm,Ubiquity,Ubiquity Norm,Value,Value Norm,SSG_Skill,SSG_ID
Low Demand,High Difficulty,Low Growth,879,KS121XS5Y65G7JJG1VV5,urban planning,Low Resilience,"Economics, Policy, and Social Studies",Social Sciences and Services,21,21 & 23,Urban and Regional Planning,"Education, Law, and Community",High Value,"Economics, Policy, and Social Studies",1.994580341,0.485623968,511.5,0.000803883,0.488247567,0.488247567,1.915756,0.610706378,4.218549,0.368412356,0.942291862,0.078201752,0.218369767,0.218369767,28,0.345679012,43,0.091060522,"$69,000 ",0.302544769,['water sensitive urban design'],['ebf108925ad8f8ad5bfe1a3ecea20626ffbb9f453473db660793438149ad2af8']
Low Demand,Low Difficulty,High Growth,880,ES77F1D490E8E3E9582C,floral design,Low Resilience,Design,Arts and Design,27,27,Creative Design,Communications and Arts,Low Value,Design,-0.592574538,0.212865543,68,9.96E-05,0.143647776,0.143647776,0.255627,0.073322586,2.44,0.144755199,1.222848394,0.105965935,0.043700002,0.043700002,6,0.074074074,8,0.01332593,"$28,800 ",0.049952875,['flower arrangement'],['128cab19a683c872b0d968a57a6472e152aea241c30bae903861a8c2b293e388']
Low Demand,Low Difficulty,Low Growth,881,ES510DBCDC788AAE2EB0,floriculture,Low Resilience,"Agriculture, Horticulture, and Landscaping","Agriculture, Horticulture, and Landscaping",45,45,Landscaping and Horticulture,Trade Skills,Low Value,"Agriculture, Horticulture, and Landscaping",-0.767898625,0.194381485,36.5,4.96E-05,0.235946678,0.235946678,1.189297,0.375551585,2.385542,0.137906964,0.993488409,0.083268219,0.10875988,0.10875988,16,0.197530864,11,0.019988895,"$31,800 ",0.068803016,['flower harvesting and handling'],['45a8b8413725a436d541f6c3d518092519377aeed423b84d50732d53e9af93d2']
Low Demand,Low Difficulty,High Growth,882,KS125Q66WKBP9QMHF604,landscape maintenance,Low Resilience,"Maintenance, Repair, and Facility Services","Maintenance, Repair, and Facility Services",47,47,Groundskeeping and Yard Care,Trade Skills,Low Value,"Maintenance, Repair, and Facility Services",-0.355838628,0.237824124,327.5,0.000511706,0.190368561,0.190368561,0.291867,0.085053475,3.262829,0.248228083,1.116853545,0.095476568,0.243191368,0.243191368,34,0.419753086,32,0.06662965,"$36,000 ",0.095193214,"['horticultural maintenance programme', 'automation of landscape operations', 'skyrise greenery maintenance']","['ade155d0d2e52892f88525799be7c38fed286293cbe193998d4bda70d22b7754', 'b97d88bf47c8912911ee515f2838c52f78f56bf81a77f6fdbe42174b31e3f903', '43102a7c0719836c2adcbfc82a23632009be7113fb4093bcd0d532629978f166']"
High Demand,Low Difficulty,High Growth,883,KS687QX65Q8MX9JLHYH0,irrigation (landscaping and agriculture),High Resilience,"Maintenance, Repair, and Facility Services","Maintenance, Repair, and Facility Services",47,47,Groundskeeping and Yard Care,Trade Skills,Low Value,"Maintenance, Repair, and Facility Services",-1.110614516,0.158249652,787,0.001241354,0.17673173,0.17673173,0.466426,0.141558227,3.120957,0.23038731,1.104962884,0.094299855,0.365081813,0.365081813,47,0.580246914,69.5,0.149916713,"$24,600 ",0.023562677,['landscape irrigation management'],['2bccc05305c578e10a79c5b4f27b1df759f3963fbc7ffc3315d73caf3740c26c']
Low Demand,Low Difficulty,High Growth,884,ES7E43EB2FBDD7413E20,plant pathology,Low Resilience,"Agriculture, Horticulture, and Landscaping","Agriculture, Horticulture, and Landscaping",45,45,Agricultural Research and Agronomy,Trade Skills,Low Value,"Agriculture, Horticulture, and Landscaping",0.469999829,0.324890576,43,5.99E-05,0.392402585,0.392402585,1.773082,0.564522801,3.577465,0.287794377,1.295822397,0.113187522,0.08240278,0.08240278,12,0.148148148,9.5,0.016657413,"$39,600 ",0.117813384,['plant health management and disease control'],['b522cb9d80b569b50f00391b417eb253fdf33d613b82a092a649f939b725f1ae']
Low Demand,Low Difficulty,Low Growth,885,KS121546FFKF8624Z71K,botany,Low Resilience,Science and Research,Science and Research,19,17 & 19,Biology,"Science, Engineering, and Manufacturing",Low Value,Science and Research,-0.396236574,0.233565051,112,0.00016951,0.397187961,0.397187961,1.785685,0.568602393,4.385417,0.38939644,0.949818434,0.07894659,0.156624235,0.156624235,22,0.271604938,20.75,0.041643531,"$30,000 ",0.057492931,['plant identification'],['cf504e691bafa1941069e092c9184cbf5c11ffc39bdb487dfd8648e8ab182c8c']
High Demand,Low Difficulty,High Growth,886,KS125Q36QTY8PQT43BK3,landscaping,High Resilience,"Agriculture, Horticulture, and Landscaping","Agriculture, Horticulture, and Landscaping",45,45,Landscaping and Horticulture,Trade Skills,Low Value,"Agriculture, Horticulture, and Landscaping",-0.513632172,0.221188275,3300.5,0.005232584,0.221560397,0.221560397,0.39495,0.118421444,3.873897,0.325071471,1.144064233,0.098169368,0.46456701,0.46456701,57,0.703703704,103.5,0.225430316,"$39,000 ",0.114043355,"['plant selection for landscape development', 'water features management']","['c3830ba8fc859471a16b4dc3e16ad7921aae420c6dd3d06a92c2acb9da32a3f1', '792f379d9a1c7d49c6ed744d2ea5ee26df0c1bbbd036d5dbc423e1408d92c1e7']"
Low Demand,Low Difficulty,Low Growth,887,BGSAC82A5E73F52331E1,soil sampling,Low Resilience,"Agriculture, Horticulture, and Landscaping","Agriculture, Horticulture, and Landscaping",45,45,Agricultural Research and Agronomy,Trade Skills,Low Value,"Agriculture, Horticulture, and Landscaping",0.817645466,0.361542141,101.25,0.00015244,0.309488125,0.309488125,1.248725,0.39478843,2.657718,0.172133803,0.945582695,0.078527417,0.066382874,0.066382874,9,0.111111111,11.75,0.021654636,"$38,400 ",0.110273327,['soil and media assessment and remediation'],['03f824db9a1f601e1e4d5c827e11b7c1847b70937bf2facf6c78cbadfe9be654']
Low Demand,Low Difficulty,High Growth,888,ES797AA0BCCF24329F8E,turfgrass management,Low Resilience,"Maintenance, Repair, and Facility Services","Maintenance, Repair, and Facility Services",47,47,Groundskeeping and Yard Care,Trade Skills,Low Value,"Maintenance, Repair, and Facility Services",0.151273509,0.291287915,42,5.84E-05,0.292412697,0.292412697,0.68893,0.213582777,4.25,0.372367401,1.524107433,0.13577886,0.094748459,0.094748459,14,0.172839506,9.5,0.016657413,"$54,000 ",0.208294062,['turf maintenance'],['f5f9a32658bfeaef1d0252c06db98c1021115c2f1e10b8ece639a9c0880ef698']
Low Demand,Low Difficulty,High Growth,889,KS1246S7411DK3YRQG6B,gardening,Low Resilience,"Agriculture, Horticulture, and Landscaping","Agriculture, Horticulture, and Landscaping",45,45,Landscaping and Horticulture,Trade Skills,Low Value,"Agriculture, Horticulture, and Landscaping",-1.558523108,0.111027569,244.75,0.000380306,0.119939483,0.119939483,0.396099,0.118793376,2.322645,0.129997503,1.165902641,0.10033052,0.215103406,0.215103406,29,0.358024691,34.5,0.072182121,"$21,600 ",0.004712535,['vegetation planting'],['7d3fdd729a7835d5571fb1e423e39e17493c19d08f58da6db60b2fe89826e1ef']
Low Demand,Low Difficulty,High Growth,890,KS7G7075XZCWK6F9F51J,drainage systems,Low Resilience,"Maintenance, Repair, and Facility Services","Maintenance, Repair, and Facility Services",47,47,Plumbing,Trade Skills,Low Value,"Maintenance, Repair, and Facility Services",0.127778324,0.288810866,130.25,0.00019849,0.326859164,0.326859164,0.507853,0.154968148,5.557576,0.53679848,1.510824152,0.134464332,0.163009576,0.163009576,22,0.271604938,26.5,0.054414214,"$45,000 ",0.151743638,"['landscape drainage management', 'drainage and reservoir system management']","['5d8f5b86228c6c0ad5ee9287b7470465dc91e5e529b066f191e91cdd8bf8525a', '4e4949e11b169bc1c88e7df0e2716750f8ae252677bc2c2c3ce0bb3b8ff02088']"
Low Demand,Low Difficulty,High Growth,891,KS441FM75ZDSSYXG6M84,tool management,Low Resilience,Business,"Business, Finance, and Marketing",13,13,Business Operations,Business,Low Value,Business,1.941202945,0.479996499,101.75,0.000153234,0.402228459,0.402228459,1.337378,0.423485408,3.7,0.303203472,1.619663163,0.14523516,0.037331798,0.037331798,2,0.024691358,24.5,0.049972238,"$58,800 ",0.238454288,"['landscape tools, equipment and machinery management']",['3cdd0615fa8e6d603263567eaac19343c8e99845f056a556639a80e4ab20971c']
Low Demand,High Difficulty,High Growth,892,KS4413L6J00P8SXXFLJ0,green infrastructure,Low Resilience,Environment,"Energy, Utilities, and Environment",17,17 & 19,Environment and Resource Management,"Science, Engineering, and Manufacturing",Low Value,Environment,1.975161926,0.483576724,159,0.000244142,0.487523713,0.487523713,1.894905,0.603956909,4.271233,0.375037506,1.396906115,0.123190878,0.112581488,0.112581488,15,0.185185185,20,0.03997779,"$46,200 ",0.159283695,['skyrise greenery design and implementation'],['a243d10dd5c1199657d0b5ca7e400f8b1e2ba39098625fed920487fd25020581']
Low Demand,Low Difficulty,High Growth,893,KS125Q866YTTP1LHD1QH,landscape planning,Low Resilience,Architecture and Construction,Engineering and Construction,17,17 & 19,Architectural Design,"Science, Engineering, and Manufacturing",Low Value,Architecture and Construction,2.118982064,0.498739386,42,5.84E-05,0.450422108,0.450422108,1.763636,0.561465131,3.603448,0.291061807,1.823348421,0.165392077,0.130675002,0.130675002,20,0.24691358,8.5,0.014436424,"$39,000 ",0.114043355,['plants and materials procurement for landscape projects'],['ab1b5d1fa21f48a85fa7b353a7227c8a23a7a56747cd8f3cb6afa2c2aa52bab2']
High Demand,Low Difficulty,High Growth,894,KS441VT5Y6FNS7YNVML5,visual merchandising,High Resilience,Sales,Sales and Client/Customer Support,41,41,Merchandising,Sales and Support,Low Value,Sales,-0.733046258,0.198055898,6525.5,0.010353617,0.174170552,0.174170552,0.297267,0.086801455,3.178745,0.237654302,1.344778018,0.118032224,0.361047703,0.361047703,49,0.604938272,54.75,0.117157135,"$37,200 ",0.10273327,"['display creation and management', 'visual merchandising presentation']","['5b002e69015345cd25e3b266c8ac8894e6943d4659dbd98532716199cf71ac03', 'ecb100cd95b691e1358ae22c4ece365ecbc346a52d34a09e9f8d365569578af3']"
Low Demand,Low Difficulty,High Growth,895,ES52B8BA123510099F5C,plant propagation,Low Resilience,"Agriculture, Horticulture, and Landscaping","Agriculture, Horticulture, and Landscaping",45,45,Agriculture and Crop Farming,Trade Skills,Low Value,"Agriculture, Horticulture, and Landscaping",-1.052986417,0.164325264,32.5,4.33E-05,0.191399264,0.191399264,1.295324,0.409872527,1.288889,0,1.24928295,0.108581927,0.080459416,0.080459416,12,0.148148148,7.75,0.012770683,"$22,650 ",0.011310085,['plant propagation and production'],['f9b0667ec77d62b835ca2daa9deac30aed0e7780e2eb07007242f4ce81ee5b46']
Low Demand,Low Difficulty,High Growth,896,KS124NR6NLXHZZBVC4H2,heavy lift,Low Resilience,Architecture and Construction,Engineering and Construction,17,17 & 19,Heavy Equipment Operation,"Science, Engineering, and Manufacturing",Low Value,Architecture and Construction,0.135629833,0.289638634,295.25,0.000460496,0.292842022,0.292842022,0.775701,0.241670551,4.05,0.347216881,1.03566366,0.087441928,0.249446467,0.249446467,32,0.395061728,48.75,0.103831205,"$48,000 ",0.170593779,['cargo lifting'],['e42d922a3432c866a95e1c522b235cee5de845855f3672ecd5c5b292f4e5e5ff']
High Demand,Low Difficulty,High Growth,897,BGS48BA19589740056D8,material handling equipment,High Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Material Handling,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-0.497923266,0.222844432,1399,0.00221316,0.153492611,0.153492611,0.223538,0.062935377,2.678109,0.174698024,1.281924551,0.111812176,0.454815912,0.454815912,65,0.802469136,50.25,0.107162687,"$30,600 ",0.061262959,"['material handling equipment (mhe) handling', 'transportation equipment handling']","['6c2965a59b4ba0ef584691f3d624c8a7f881d1afe299b24b1a593502a88a628c', '3c5b8f460527391b9d203343e0433814ffd664dadc8efb0d28f5238a0e6d8949']"
High Demand,Low Difficulty,High Growth,898,KS127JV5XZQ7398C1F20,palletizing,High Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Inventory and Warehousing,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-1.649522768,0.101433662,3941.25,0.006250042,0.073911042,0.073911042,0.097512,0.022140758,2.069459,0.098158705,1.058159182,0.089668109,0.538281202,0.538281202,72,0.888888889,86.5,0.187673515,"$27,000 ",0.03864279,['shipment load planning and palletisation/consolidation'],['a11f22d80f534af6b9abda7d5499f1a13da756483e7d3faffec53d415a1017da']
Low Demand,Low Difficulty,High Growth,899,BGSA3754C8D7ACE0B77C,outbound cargo,Low Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,General Shipping and Receiving,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-1.55318051,0.111590829,115.75,0.000175465,0.097280253,0.097280253,0.292391,0.085223094,2.044554,0.095026837,1.090000856,0.092819196,0.283542751,0.283542751,44,0.543209877,12.75,0.023875625,"$28,800 ",0.049952875,['cargo issuance and dispatch'],['76334e321e558a2f47e4308a4ee71082a976bda2eb520daf5afc06d6ecc75d92']
Low Demand,Low Difficulty,High Growth,900,BGS36397F43DDE25CE18,cargo security,Low Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Transportation Operations,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",0.573437696,0.335795818,34.25,4.60E-05,0.234147041,0.234147041,0.421608,0.12705064,3.194175,0.239594664,2.26898941,0.209493198,0.06839136,0.06839136,10,0.12345679,8,0.01332593,"$34,200 ",0.083883129,"['cargo security control', 'security escort']","['78557adf9cb6fd317654559d07ae8fd4cab70b638c2392db115e5756145aa525', '6365b4a3ddeb4abf91fbddf21182ed41b2d5d7ba60fcd444f92f90e10bf2e6c1']"
High Demand,Low Difficulty,High Growth,901,ES58AC35BFA06A18118C,cold chain,High Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Supply Chain Management,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-0.260704534,0.247853916,717,0.0011302,0.269752342,0.269752342,1.091513,0.343898902,3.018509,0.217504208,1.123357336,0.09612019,0.300707426,0.300707426,39,0.481481481,56,0.11993337,"$41,400 ",0.129123468,['cold chain operations administration'],['eced06194598d47f132d1f9ec922c2a66e617e75b3951148db1f7c8419abbabf']
High Demand,Low Difficulty,High Growth,902,KS1213X5Y06RYS90BMWH,marine insurance,High Resilience,,,,,Insurance,Business,Low Value,Finance,0.195659471,0.295967435,641,0.001009518,0.346436349,0.346436349,1.502219,0.476844443,3.408107,0.266497169,1.216766298,0.105364044,0.310619615,0.310619615,42,0.518518519,48.25,0.102720711,"$42,000 ",0.132893497,"['freight insurance administration', 'marine insurance underwriting profitability and efficiency management']","['c7701d8f993d7d3b3e2cbd423d9e3cb9a926a79df4314be41d8772c9bf93724d', '9d9e33a43fdc89342f484e7c015ffadc0c809498e7e93acca080e1dc2d9d3483']"
High Demand,Low Difficulty,Low Growth,903,KS441GK5Y65TS4H216F2,trade compliance,High Resilience,"Law, Regulation, and Compliance","Law, Regulation, and Safety",21,21 & 23,Regulation and Legal Compliance,"Education, Law, and Community",Low Value,"Law, Regulation, and Compliance",0.388612085,0.316310033,1530.75,0.002422368,0.430552294,0.430552294,1.768945,0.563183654,4.566461,0.412163194,0.957655594,0.079722164,0.356262981,0.356262981,48,0.592592593,56,0.11993337,"$57,000 ",0.227144204,['international trade legislation compliance'],['3512ad3ca8c36335b47268d0dd4e08ea48af8d56cc356bcb284696f812003908']
Low Demand,Low Difficulty,High Growth,904,BGS6682FD15B630CAEF8,freight quotes,Low Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,General Shipping and Receiving,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-0.462259484,0.226604392,94.75,0.000142119,0.199356005,0.199356005,0.563269,0.172906308,2.867841,0.198557316,1.37754393,0.121274775,0.167646918,0.167646918,25,0.308641975,14,0.02665186,"$34,200 ",0.083883129,"['pricing for cargo services and operations', 'pricing for transportation services and operations']","['8492ddb177b88fe51f4cd1135a45cad352ec513f8c76ceecda489fef14b25eb3', '5d93a6b8e76c572044e756b90a222b53cb05d742d6357b7f02d4d28298a14a91']"
High Demand,Low Difficulty,High Growth,905,ESF586319EAC399E9394,logistics,High Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Logistics,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",-0.962347164,0.173881175,11259.5,0.017870817,0.262265457,0.262265457,1.140552,0.359772827,3.301908,0.253142369,1.164794488,0.100220856,0.483346015,0.483346015,64,0.790123457,81.5,0.176568573,"$37,800 ",0.106503299,"['logistics operations research and planning', 'logistics solutions sales', 'e-logistics it solutioning']","['b6ff4c0e8b0af38dbd4c41f20b84d0295742d611a3ea5f2ca52d652e12a38ff7', 'a192ad056748c28e0edd52a2f2c7936551b5b138c910bf9e3c6f2ab04e06b1d2', '0b62276f0acabc475696559f9ee5acc30296d0692549ff60dbfe1f478aa559e1']"
Low Demand,High Difficulty,Low Growth,906,KS125Z16HZV20KV6VRCQ,logistics automation,Low Resilience,"Transportation, Supply Chain, and Logistics","Transportation, Supply Chain, and Logistics",49,49,Logistics,Transportation & Logistics,Low Value,"Transportation, Supply Chain, and Logistics",2.783412725,0.568788946,85,0.000126636,0.508203488,0.508203488,1.461824,0.46376858,5.201754,0.492052939,0.853882909,0.069452705,0.117088586,0.117088586,16,0.197530864,18.5,0.036646308,"$48,900 ",0.176248822,['autonomous logistics design and application'],['5f29be826a8793f971669429bcdc6057ea7e904cb3126e3872e98370bd1da625']
